city,timestamp,temperature_2m,apparent_temperature,precipitation,wind_gusts_10m,pm2_5,us_aqi,european_aqi
Bengaluru,2026-03-07T08:00,21.9,24.3,0.0,19.1,48.4,109,71
Bengaluru,2026-03-07T09:00,25.2,27.1,0.0,19.1,41.9,111,72
Bengaluru,2026-03-07T10:00,28.4,30.5,0.0,20.5,37.6,111,72
Bengaluru,2026-03-07T11:00,29.5,31.7,0.0,20.5,33.8,112,72
Bengaluru,2026-03-07T12:00,32.0,33.5,0.0,25.2,31.2,112,73
Bengaluru,2026-03-07T13:00,33.0,33.8,0.0,28.8,30.5,112,72
Bengaluru,2026-03-07T14:00,33.6,33.0,0.0,32.8,29.7,112,72
Bengaluru,2026-03-07T15:00,33.2,31.4,0.0,37.1,28.7,125,72
Bengaluru,2026-03-07T16:00,32.5,29.7,0.0,37.4,27.5,148,72
Bengaluru,2026-03-07T17:00,32.0,29.7,0.0,33.8,23.4,163,72
Bengaluru,2026-03-07T18:00,30.9,28.8,0.0,21.6,29.7,172,72
Bengaluru,2026-03-07T19:00,29.8,27.1,0.0,26.3,37.4,170,72
Bengaluru,2026-03-07T20:00,28.8,26.4,0.0,22.3,38.3,156,72
Bengaluru,2026-03-07T21:00,27.2,25.1,0.0,14.8,36.4,131,71
Bengaluru,2026-03-07T22:00,26.0,23.6,0.0,19.8,37.0,108,71
Bengaluru,2026-03-07T23:00,24.4,23.4,0.0,25.6,38.8,107,71
Bengaluru,2026-03-08T00:00,23.4,23.4,0.0,27.4,40.0,107,71
Bengaluru,2026-03-08T01:00,22.6,23.4,0.0,25.2,41.2,107,71
Bengaluru,2026-03-08T02:00,21.9,23.0,0.0,20.2,43.7,107,71
Bengaluru,2026-03-08T03:00,21.5,22.7,0.0,19.8,46.2,108,71
Bengaluru,2026-03-08T04:00,21.1,22.5,0.0,18.7,49.1,108,71
Bengaluru,2026-03-08T05:00,21.0,22.3,0.0,15.8,54.4,108,71
Bengaluru,2026-03-08T06:00,20.8,22.1,0.0,14.8,58.4,109,71
Bengaluru,2026-03-08T07:00,21.8,23.2,0.0,13.0,65.0,109,71
Bengaluru,2026-03-08T08:00,24.6,25.9,0.0,14.4,45.3,110,72
Bengaluru,2026-03-08T09:00,27.5,27.6,0.0,18.7,38.3,110,72
Bengaluru,2026-03-08T10:00,29.6,30.0,0.0,23.8,34.7,109,71
Bengaluru,2026-03-08T11:00,30.5,31.0,0.0,29.5,34.1,109,71
Bengaluru,2026-03-08T12:00,32.0,32.3,0.0,32.4,32.2,109,71
Bengaluru,2026-03-08T13:00,33.0,32.9,0.0,33.5,30.4,109,71
